#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  5043   0.165358E+00  -0.441255E-02   0.202518E-07  -0.441255E-02   0.435827E-02  -0.467525E-10   0.202518E-07  -0.467525E-10   0.121973E-09
  5044   0.164966E+00  -0.438816E-02   0.202405E-07  -0.438816E-02   0.435118E-02  -0.461205E-10   0.202405E-07  -0.461205E-10   0.121884E-09
  5045   0.164576E+00  -0.436433E-02   0.202316E-07  -0.436433E-02   0.434419E-02  -0.454821E-10   0.202316E-07  -0.454821E-10   0.121796E-09
  5046   0.164185E+00  -0.434101E-02   0.202241E-07  -0.434101E-02   0.433729E-02  -0.448231E-10   0.202241E-07  -0.448231E-10   0.121707E-09
  5047   0.163797E+00  -0.431823E-02   0.202171E-07  -0.431823E-02   0.433050E-02  -0.441579E-10   0.202171E-07  -0.441579E-10   0.121619E-09
  5048   0.163408E+00  -0.429597E-02   0.202090E-07  -0.429597E-02   0.432379E-02  -0.434814E-10   0.202090E-07  -0.434814E-10   0.121530E-09
  5049   0.163021E+00  -0.427425E-02   0.201989E-07  -0.427425E-02   0.431717E-02  -0.428027E-10   0.201989E-07  -0.428027E-10   0.121442E-09
  5050   0.162635E+00  -0.425304E-02   0.201866E-07  -0.425304E-02   0.431064E-02  -0.421147E-10   0.201866E-07  -0.421147E-10   0.121353E-09
  5051   0.162250E+00  -0.423237E-02   0.201729E-07  -0.423237E-02   0.430419E-02  -0.414212E-10   0.201729E-07  -0.414212E-10   0.121265E-09
  5052   0.161865E+00  -0.421220E-02   0.201586E-07  -0.421220E-02   0.429782E-02  -0.407139E-10   0.201586E-07  -0.407139E-10   0.121177E-09
  5053   0.161482E+00  -0.419256E-02   0.201450E-07  -0.419256E-02   0.429154E-02  -0.400030E-10   0.201450E-07  -0.400030E-10   0.121089E-09
  5054   0.161099E+00  -0.417342E-02   0.201326E-07  -0.417342E-02   0.428532E-02  -0.392833E-10   0.201326E-07  -0.392833E-10   0.121001E-09
  5055   0.160719E+00  -0.415481E-02   0.201223E-07  -0.415481E-02   0.427918E-02  -0.385635E-10   0.201223E-07  -0.385635E-10   0.120913E-09
  5056   0.160338E+00  -0.413669E-02   0.201136E-07  -0.413669E-02   0.427310E-02  -0.378337E-10   0.201136E-07  -0.378337E-10   0.120825E-09
  5057   0.159960E+00  -0.411909E-02   0.201060E-07  -0.411909E-02   0.426710E-02  -0.371000E-10   0.201060E-07  -0.371000E-10   0.120737E-09
  5058   0.159581E+00  -0.410197E-02   0.200979E-07  -0.410197E-02   0.426115E-02  -0.363539E-10   0.200979E-07  -0.363539E-10   0.120649E-09
  5059   0.159205E+00  -0.408537E-02   0.200883E-07  -0.408537E-02   0.425527E-02  -0.356045E-10   0.200883E-07  -0.356045E-10   0.120561E-09
  5060   0.158829E+00  -0.406924E-02   0.200763E-07  -0.406924E-02   0.424944E-02  -0.348483E-10   0.200763E-07  -0.348483E-10   0.120474E-09
  5061   0.158455E+00  -0.405362E-02   0.200625E-07  -0.405362E-02   0.424367E-02  -0.340944E-10   0.200625E-07  -0.340944E-10   0.120386E-09
  5062   0.158081E+00  -0.403847E-02   0.200474E-07  -0.403847E-02   0.423794E-02  -0.333331E-10   0.200474E-07  -0.333331E-10   0.120298E-09
  5063   0.157710E+00  -0.402382E-02   0.200329E-07  -0.402382E-02   0.423228E-02  -0.325716E-10   0.200329E-07  -0.325716E-10   0.120211E-09
  5064   0.157339E+00  -0.400963E-02   0.200197E-07  -0.400963E-02   0.422665E-02  -0.318019E-10   0.200197E-07  -0.318019E-10   0.120123E-09
  5065   0.156970E+00  -0.399593E-02   0.200085E-07  -0.399593E-02   0.422107E-02  -0.310346E-10   0.200085E-07  -0.310346E-10   0.120036E-09
  5066   0.156601E+00  -0.398268E-02   0.199989E-07  -0.398268E-02   0.421553E-02  -0.302641E-10   0.199989E-07  -0.302641E-10   0.119949E-09
  5067   0.156234E+00  -0.396990E-02   0.199905E-07  -0.396990E-02   0.421003E-02  -0.294966E-10   0.199905E-07  -0.294966E-10   0.119861E-09
  5068   0.155868E+00  -0.395757E-02   0.199818E-07  -0.395757E-02   0.420456E-02  -0.287260E-10   0.199818E-07  -0.287260E-10   0.119774E-09
  5069   0.155504E+00  -0.394570E-02   0.199723E-07  -0.394570E-02   0.419913E-02  -0.279564E-10   0.199723E-07  -0.279564E-10   0.119687E-09
  5070   0.155141E+00  -0.393427E-02   0.199607E-07  -0.393427E-02   0.419372E-02  -0.271738E-10   0.199607E-07  -0.271738E-10   0.119600E-09
  5071   0.154779E+00  -0.392329E-02   0.199471E-07  -0.392329E-02   0.418835E-02  -0.263891E-10   0.199471E-07  -0.263891E-10   0.119513E-09
  5072   0.154418E+00  -0.391273E-02   0.199317E-07  -0.391273E-02   0.418299E-02  -0.255963E-10   0.199317E-07  -0.255963E-10   0.119426E-09
  5073   0.154059E+00  -0.390261E-02   0.199161E-07  -0.390261E-02   0.417767E-02  -0.248022E-10   0.199161E-07  -0.248022E-10   0.119339E-09
  5074   0.153701E+00  -0.389290E-02   0.199014E-07  -0.389290E-02   0.417236E-02  -0.239976E-10   0.199014E-07  -0.239976E-10   0.119252E-09
  5075   0.153345E+00  -0.388361E-02   0.198888E-07  -0.388361E-02   0.416707E-02  -0.231875E-10   0.198888E-07  -0.231875E-10   0.119165E-09
  5076   0.152990E+00  -0.387473E-02   0.198782E-07  -0.387473E-02   0.416179E-02  -0.223651E-10   0.198782E-07  -0.223651E-10   0.119079E-09
  5077   0.152636E+00  -0.386626E-02   0.198691E-07  -0.386626E-02   0.415653E-02  -0.215419E-10   0.198691E-07  -0.215419E-10   0.118992E-09
  5078   0.152284E+00  -0.385818E-02   0.198601E-07  -0.385818E-02   0.415127E-02  -0.207108E-10   0.198601E-07  -0.207108E-10   0.118905E-09
  5079   0.151933E+00  -0.385049E-02   0.198503E-07  -0.385049E-02   0.414603E-02  -0.198836E-10   0.198503E-07  -0.198836E-10   0.118819E-09
  5080   0.151583E+00  -0.384319E-02   0.198386E-07  -0.384319E-02   0.414078E-02  -0.190596E-10   0.198386E-07  -0.190596E-10   0.118732E-09
  5081   0.151236E+00  -0.383626E-02   0.198250E-07  -0.383626E-02   0.413554E-02  -0.182301E-10   0.198250E-07  -0.182301E-10   0.118646E-09
  5082   0.150889E+00  -0.382971E-02   0.198097E-07  -0.382971E-02   0.413030E-02  -0.173882E-10   0.198097E-07  -0.173882E-10   0.118560E-09
  5083   0.150544E+00  -0.382352E-02   0.197938E-07  -0.382352E-02   0.412506E-02  -0.165454E-10   0.197938E-07  -0.165454E-10   0.118473E-09
  5084   0.150200E+00  -0.381769E-02   0.197781E-07  -0.381769E-02   0.411981E-02  -0.156952E-10   0.197781E-07  -0.156952E-10   0.118387E-09
  5085   0.149858E+00  -0.381221E-02   0.197640E-07  -0.381221E-02   0.411456E-02  -0.148468E-10   0.197640E-07  -0.148468E-10   0.118301E-09
  5086   0.149517E+00  -0.380707E-02   0.197521E-07  -0.380707E-02   0.410930E-02  -0.139910E-10   0.197521E-07  -0.139910E-10   0.118215E-09
  5087   0.149177E+00  -0.380227E-02   0.197422E-07  -0.380227E-02   0.410403E-02  -0.131332E-10   0.197422E-07  -0.131332E-10   0.118129E-09
  5088   0.148839E+00  -0.379780E-02   0.197330E-07  -0.379780E-02   0.409874E-02  -0.122689E-10   0.197330E-07  -0.122689E-10   0.118043E-09
  5089   0.148503E+00  -0.379366E-02   0.197233E-07  -0.379366E-02   0.409344E-02  -0.114087E-10   0.197233E-07  -0.114087E-10   0.117957E-09
  5090   0.148168E+00  -0.378983E-02   0.197118E-07  -0.378983E-02   0.408811E-02  -0.105448E-10   0.197118E-07  -0.105448E-10   0.117871E-09
  5091   0.147834E+00  -0.378631E-02   0.196982E-07  -0.378631E-02   0.408278E-02  -0.970759E-11   0.196982E-07  -0.970759E-11   0.117785E-09
  5092   0.147502E+00  -0.378309E-02   0.196826E-07  -0.378309E-02   0.407742E-02  -0.886573E-11   0.196826E-07  -0.886573E-11   0.117699E-09
  5093   0.147172E+00  -0.378016E-02   0.196663E-07  -0.378016E-02   0.407204E-02  -0.802216E-11   0.196663E-07  -0.802216E-11   0.117613E-09
  5094   0.146842E+00  -0.377751E-02   0.196500E-07  -0.377751E-02   0.406663E-02  -0.717044E-11   0.196500E-07  -0.717044E-11   0.117528E-09
  5095   0.146515E+00  -0.377516E-02   0.196352E-07  -0.377516E-02   0.406120E-02  -0.632056E-11   0.196352E-07  -0.632056E-11   0.117442E-09
  5096   0.146188E+00  -0.377305E-02   0.196217E-07  -0.377305E-02   0.405573E-02  -0.546394E-11   0.196217E-07  -0.546394E-11   0.117356E-09
  5097   0.145864E+00  -0.377123E-02   0.196106E-07  -0.377123E-02   0.405024E-02  -0.461146E-11   0.196106E-07  -0.461146E-11   0.117271E-09
  5098   0.145540E+00  -0.376964E-02   0.196003E-07  -0.376964E-02   0.404471E-02  -0.374628E-11   0.196003E-07  -0.374628E-11   0.117186E-09
  5099   0.145218E+00  -0.376832E-02   0.195906E-07  -0.376832E-02   0.403915E-02  -0.287768E-11   0.195906E-07  -0.287768E-11   0.117100E-09
  5100   0.144897E+00  -0.376721E-02   0.195791E-07  -0.376721E-02   0.403355E-02  -0.199987E-11   0.195791E-07  -0.199987E-11   0.117015E-09
  5101   0.144579E+00  -0.376636E-02   0.195660E-07  -0.376636E-02   0.402792E-02  -0.112372E-11   0.195660E-07  -0.112372E-11   0.116930E-09
  5102   0.144261E+00  -0.376570E-02   0.195502E-07  -0.376570E-02   0.402224E-02  -0.259496E-12   0.195502E-07  -0.259496E-12   0.116844E-09
  5103   0.143945E+00  -0.376528E-02   0.195333E-07  -0.376528E-02   0.401653E-02   0.592420E-12   0.195333E-07   0.592420E-12   0.116759E-09
  5104   0.143630E+00  -0.376505E-02   0.195160E-07  -0.376505E-02   0.401078E-02   0.145517E-11   0.195160E-07   0.145517E-11   0.116674E-09
  5105   0.143317E+00  -0.376503E-02   0.195004E-07  -0.376503E-02   0.400498E-02   0.232144E-11   0.195004E-07   0.232144E-11   0.116589E-09
  5106   0.143005E+00  -0.376519E-02   0.194860E-07  -0.376519E-02   0.399913E-02   0.319711E-11   0.194860E-07   0.319711E-11   0.116504E-09
  5107   0.142695E+00  -0.376555E-02   0.194740E-07  -0.376555E-02   0.399324E-02   0.407163E-11   0.194740E-07   0.407163E-11   0.116419E-09
  5108   0.142385E+00  -0.376606E-02   0.194627E-07  -0.376606E-02   0.398730E-02   0.494797E-11   0.194627E-07   0.494797E-11   0.116334E-09
  5109   0.142078E+00  -0.376675E-02   0.194522E-07  -0.376675E-02   0.398131E-02   0.582543E-11   0.194522E-07   0.582543E-11   0.116250E-09
  5110   0.141771E+00  -0.376759E-02   0.194407E-07  -0.376759E-02   0.397527E-02   0.671488E-11   0.194407E-07   0.671488E-11   0.116165E-09
  5111   0.141467E+00  -0.376860E-02   0.194279E-07  -0.376860E-02   0.396918E-02   0.760594E-11   0.194279E-07   0.760594E-11   0.116080E-09
  5112   0.141163E+00  -0.376973E-02   0.194126E-07  -0.376973E-02   0.396303E-02   0.850274E-11   0.194126E-07   0.850274E-11   0.115996E-09
  5113   0.140861E+00  -0.377102E-02   0.193959E-07  -0.377102E-02   0.395684E-02   0.938442E-11   0.193959E-07   0.938442E-11   0.115911E-09
  5114   0.140560E+00  -0.377241E-02   0.193780E-07  -0.377241E-02   0.395058E-02   0.102405E-10   0.193780E-07   0.102405E-10   0.115827E-09
  5115   0.140261E+00  -0.377395E-02   0.193611E-07  -0.377395E-02   0.394427E-02   0.110945E-10   0.193611E-07   0.110945E-10   0.115742E-09
  5116   0.139962E+00  -0.377557E-02   0.193456E-07  -0.377557E-02   0.393790E-02   0.119556E-10   0.193456E-07   0.119556E-10   0.115658E-09
  5117   0.139666E+00  -0.377733E-02   0.193327E-07  -0.377733E-02   0.393148E-02   0.128157E-10   0.193327E-07   0.128157E-10   0.115574E-09
  5118   0.139370E+00  -0.377915E-02   0.193210E-07  -0.377915E-02   0.392499E-02   0.136797E-10   0.193210E-07   0.136797E-10   0.115489E-09
  5119   0.139077E+00  -0.378109E-02   0.193102E-07  -0.378109E-02   0.391845E-02   0.145356E-10   0.193102E-07   0.145356E-10   0.115405E-09
  5120   0.138783E+00  -0.378309E-02   0.192984E-07  -0.378309E-02   0.391184E-02   0.153909E-10   0.192984E-07   0.153909E-10   0.115321E-09
  5121   0.138492E+00  -0.378519E-02   0.192855E-07  -0.378519E-02   0.390517E-02   0.162483E-10   0.192855E-07   0.162483E-10   0.115237E-09
  5122   0.138201E+00  -0.378732E-02   0.192702E-07  -0.378732E-02   0.389844E-02   0.171167E-10   0.192702E-07   0.171167E-10   0.115153E-09
  5123   0.137913E+00  -0.378954E-02   0.192537E-07  -0.378954E-02   0.389164E-02   0.179866E-10   0.192537E-07   0.179866E-10   0.115069E-09
  5124   0.137625E+00  -0.379178E-02   0.192356E-07  -0.379178E-02   0.388478E-02   0.188626E-10   0.192356E-07   0.188626E-10   0.114985E-09
  5125   0.137338E+00  -0.379409E-02   0.192181E-07  -0.379409E-02   0.387786E-02   0.196947E-10   0.192181E-07   0.196947E-10   0.114901E-09
  5126   0.137053E+00  -0.379640E-02   0.192012E-07  -0.379640E-02   0.387087E-02   0.205299E-10   0.192012E-07   0.205299E-10   0.114817E-09
  5127   0.136769E+00  -0.379878E-02   0.191867E-07  -0.379878E-02   0.386382E-02   0.213673E-10   0.191867E-07   0.213673E-10   0.114734E-09
  5128   0.136485E+00  -0.380114E-02   0.191739E-07  -0.380114E-02   0.385670E-02   0.222142E-10   0.191739E-07   0.222142E-10   0.114650E-09
  5129   0.136204E+00  -0.380354E-02   0.191628E-07  -0.380354E-02   0.384951E-02   0.230623E-10   0.191628E-07   0.230623E-10   0.114566E-09
  5130   0.135923E+00  -0.380592E-02   0.191511E-07  -0.380592E-02   0.384225E-02   0.239159E-10   0.191511E-07   0.239159E-10   0.114483E-09
  5131   0.135643E+00  -0.380832E-02   0.191384E-07  -0.380832E-02   0.383493E-02   0.247578E-10   0.191384E-07   0.247578E-10   0.114399E-09
  5132   0.135365E+00  -0.381068E-02   0.191231E-07  -0.381068E-02   0.382754E-02   0.256088E-10   0.191231E-07   0.256088E-10   0.114316E-09
  5133   0.135088E+00  -0.381306E-02   0.191064E-07  -0.381306E-02   0.382009E-02   0.264650E-10   0.191064E-07   0.264650E-10   0.114232E-09
  5134   0.134811E+00  -0.381538E-02   0.190880E-07  -0.381538E-02   0.381255E-02   0.273324E-10   0.190880E-07   0.273324E-10   0.114149E-09
  5135   0.134536E+00  -0.381770E-02   0.190699E-07  -0.381770E-02   0.380496E-02   0.282011E-10   0.190699E-07   0.282011E-10   0.114066E-09
  5136   0.134261E+00  -0.381995E-02   0.190524E-07  -0.381995E-02   0.379729E-02   0.290445E-10   0.190524E-07   0.290445E-10   0.113982E-09
  5137   0.133989E+00  -0.382219E-02   0.190370E-07  -0.382219E-02   0.378956E-02   0.298659E-10   0.190370E-07   0.298659E-10   0.113899E-09
  5138   0.133716E+00  -0.382435E-02   0.190230E-07  -0.382435E-02   0.378175E-02   0.306919E-10   0.190230E-07   0.306919E-10   0.113816E-09
  5139   0.133445E+00  -0.382648E-02   0.190110E-07  -0.382648E-02   0.377388E-02   0.315184E-10   0.190110E-07   0.315184E-10   0.113733E-09
  5140   0.133175E+00  -0.382851E-02   0.189990E-07  -0.382851E-02   0.376594E-02   0.323505E-10   0.189990E-07   0.323505E-10   0.113650E-09
  5141   0.132906E+00  -0.383051E-02   0.189868E-07  -0.383051E-02   0.375793E-02   0.331778E-10   0.189868E-07   0.331778E-10   0.113567E-09
  5142   0.132637E+00  -0.383240E-02   0.189723E-07  -0.383240E-02   0.374984E-02   0.339965E-10   0.189723E-07   0.339965E-10   0.113484E-09
  5143   0.132370E+00  -0.383424E-02   0.189558E-07  -0.383424E-02   0.374169E-02   0.348073E-10   0.189558E-07   0.348073E-10   0.113401E-09
  5144   0.132103E+00  -0.383596E-02   0.189372E-07  -0.383596E-02   0.373347E-02   0.356233E-10   0.189372E-07   0.356233E-10   0.113319E-09
  5145   0.131838E+00  -0.383761E-02   0.189184E-07  -0.383761E-02   0.372518E-02   0.364420E-10   0.189184E-07   0.364420E-10   0.113236E-09
  5146   0.131573E+00  -0.383913E-02   0.189000E-07  -0.383913E-02   0.371682E-02   0.372682E-10   0.189000E-07   0.372682E-10   0.113153E-09
  5147   0.131310E+00  -0.384058E-02   0.188838E-07  -0.384058E-02   0.370840E-02   0.380777E-10   0.188838E-07   0.380777E-10   0.113071E-09
  5148   0.131046E+00  -0.384188E-02   0.188692E-07  -0.384188E-02   0.369990E-02   0.388530E-10   0.188692E-07   0.388530E-10   0.112988E-09
  5149   0.130784E+00  -0.384310E-02   0.188564E-07  -0.384310E-02   0.369134E-02   0.396253E-10   0.188564E-07   0.396253E-10   0.112906E-09
  5150   0.130522E+00  -0.384416E-02   0.188438E-07  -0.384416E-02   0.368270E-02   0.404033E-10   0.188438E-07   0.404033E-10   0.112823E-09
  5151   0.130262E+00  -0.384512E-02   0.188312E-07  -0.384512E-02   0.367401E-02   0.411846E-10   0.188312E-07   0.411846E-10   0.112741E-09
  5152   0.130001E+00  -0.384591E-02   0.188169E-07  -0.384591E-02   0.366524E-02   0.419725E-10   0.188169E-07   0.419725E-10   0.112659E-09
  5153   0.129742E+00  -0.384659E-02   0.188010E-07  -0.384659E-02   0.365641E-02   0.427533E-10   0.188010E-07   0.427533E-10   0.112576E-09
  5154   0.129484E+00  -0.384711E-02   0.187831E-07  -0.384711E-02   0.364752E-02   0.435248E-10   0.187831E-07   0.435248E-10   0.112494E-09
  5155   0.129226E+00  -0.384748E-02   0.187637E-07  -0.384748E-02   0.363855E-02   0.443031E-10   0.187637E-07   0.443031E-10   0.112412E-09
  5156   0.128969E+00  -0.384770E-02   0.187446E-07  -0.384770E-02   0.362953E-02   0.450832E-10   0.187446E-07   0.450832E-10   0.112330E-09
  5157   0.128712E+00  -0.384775E-02   0.187268E-07  -0.384775E-02   0.362043E-02   0.458757E-10   0.187268E-07   0.458757E-10   0.112248E-09
  5158   0.128456E+00  -0.384763E-02   0.187112E-07  -0.384763E-02   0.361128E-02   0.466703E-10   0.187112E-07   0.466703E-10   0.112166E-09
  5159   0.128200E+00  -0.384735E-02   0.186976E-07  -0.384735E-02   0.360206E-02   0.474196E-10   0.186976E-07   0.474196E-10   0.112084E-09
  5160   0.127946E+00  -0.384688E-02   0.186852E-07  -0.384688E-02   0.359279E-02   0.481643E-10   0.186852E-07   0.481643E-10   0.112002E-09
  5161   0.127691E+00  -0.384624E-02   0.186722E-07  -0.384624E-02   0.358344E-02   0.489149E-10   0.186722E-07   0.489149E-10   0.111920E-09
  5162   0.127438E+00  -0.384541E-02   0.186582E-07  -0.384541E-02   0.357404E-02   0.496649E-10   0.186582E-07   0.496649E-10   0.111838E-09
  5163   0.127184E+00  -0.384440E-02   0.186421E-07  -0.384440E-02   0.356457E-02   0.504230E-10   0.186421E-07   0.504230E-10   0.111757E-09
  5164   0.126931E+00  -0.384319E-02   0.186245E-07  -0.384319E-02   0.355505E-02   0.511768E-10   0.186245E-07   0.511768E-10   0.111675E-09
  5165   0.126679E+00  -0.384179E-02   0.186055E-07  -0.384179E-02   0.354546E-02   0.519176E-10   0.186055E-07   0.519176E-10   0.111594E-09
  5166   0.126427E+00  -0.384019E-02   0.185863E-07  -0.384019E-02   0.353583E-02   0.526504E-10   0.185863E-07   0.526504E-10   0.111512E-09
  5167   0.126175E+00  -0.383838E-02   0.185677E-07  -0.383838E-02   0.352613E-02   0.533865E-10   0.185677E-07   0.533865E-10   0.111430E-09
  5168   0.125924E+00  -0.383637E-02   0.185509E-07  -0.383637E-02   0.351638E-02   0.541213E-10   0.185509E-07   0.541213E-10   0.111349E-09
  5169   0.125673E+00  -0.383415E-02   0.185361E-07  -0.383415E-02   0.350657E-02   0.548634E-10   0.185361E-07   0.548634E-10   0.111268E-09
  5170   0.125423E+00  -0.383172E-02   0.185232E-07  -0.383172E-02   0.349671E-02   0.555661E-10   0.185232E-07   0.555661E-10   0.111186E-09
  5171   0.125173E+00  -0.382907E-02   0.185105E-07  -0.382907E-02   0.348679E-02   0.562502E-10   0.185105E-07   0.562502E-10   0.111105E-09
  5172   0.124924E+00  -0.382620E-02   0.184971E-07  -0.382620E-02   0.347683E-02   0.569286E-10   0.184971E-07   0.569286E-10   0.111024E-09
  5173   0.124674E+00  -0.382311E-02   0.184813E-07  -0.382311E-02   0.346680E-02   0.576117E-10   0.184813E-07   0.576117E-10   0.110943E-09
  5174   0.124425E+00  -0.381979E-02   0.184638E-07  -0.381979E-02   0.345674E-02   0.582943E-10   0.184638E-07   0.582943E-10   0.110862E-09
  5175   0.124176E+00  -0.381625E-02   0.184445E-07  -0.381625E-02   0.344661E-02   0.589836E-10   0.184445E-07   0.589836E-10   0.110781E-09
  5176   0.123928E+00  -0.381247E-02   0.184251E-07  -0.381247E-02   0.343645E-02   0.596594E-10   0.184251E-07   0.596594E-10   0.110700E-09
  5177   0.123679E+00  -0.380847E-02   0.184062E-07  -0.380847E-02   0.342623E-02   0.603316E-10   0.184062E-07   0.603316E-10   0.110619E-09
  5178   0.123431E+00  -0.380423E-02   0.183888E-07  -0.380423E-02   0.341598E-02   0.609975E-10   0.183888E-07   0.609975E-10   0.110538E-09
  5179   0.123182E+00  -0.379975E-02   0.183729E-07  -0.379975E-02   0.340567E-02   0.616688E-10   0.183729E-07   0.616688E-10   0.110457E-09
  5180   0.122935E+00  -0.379502E-02   0.183588E-07  -0.379502E-02   0.339533E-02   0.623428E-10   0.183588E-07   0.623428E-10   0.110376E-09
  5181   0.122687E+00  -0.379006E-02   0.183456E-07  -0.379006E-02   0.338494E-02   0.630072E-10   0.183456E-07   0.630072E-10   0.110296E-09
  5182   0.122439E+00  -0.378485E-02   0.183324E-07  -0.378485E-02   0.337451E-02   0.636332E-10   0.183324E-07   0.636332E-10   0.110215E-09
  5183   0.122191E+00  -0.377941E-02   0.183175E-07  -0.377941E-02   0.336404E-02   0.642625E-10   0.183175E-07   0.642625E-10   0.110134E-09
  5184   0.121944E+00  -0.377371E-02   0.183005E-07  -0.377371E-02   0.335354E-02   0.648902E-10   0.183005E-07   0.648902E-10   0.110054E-09
  5185   0.121696E+00  -0.376776E-02   0.182813E-07  -0.376776E-02   0.334298E-02   0.655252E-10   0.182813E-07   0.655252E-10   0.109973E-09
